msisdn,called_number,call_time,duration,call_status,call_type
0612000001,+33612345678,2025-06-01 06:38:01,14,abouti,international
0612000001,0661100008,2025-06-04 07:56:26,16,abouti,national
0612000003,+33755443322,2025-06-04 18:12:01,8,abouti,international
0612000002,0661100007,2025-06-04 14:34:32,19,abouti,national
0612000001,0661100005,2025-06-03 06:23:11,8,abouti,national
0612000001,0661100002,2025-06-02 09:37:36,12,abouti,national
0612000001,+32477000111,2025-06-04 08:08:00,18,abouti,international
0612000002,+33788991100,2025-06-04 12:50:44,10,abouti,international
0612000001,0662200001,2025-06-04 09:03:37,11,abouti,national
0612000002,0661100002,2025-06-02 14:43:39,18,abouti,national
0612000001,0661100003,2025-06-01 08:48:34,25,abouti,national
0612000002,+32477000111,2025-06-01 17:09:54,12,abouti,international
0612000001,0661100005,2025-06-02 08:48:15,24,abouti,national
0612000002,+32499887766,2025-06-03 16:23:05,16,abouti,international
0612000003,0661100004,2025-06-02 20:36:09,23,abouti,national
0612000001,0661100004,2025-06-03 06:50:39,24,abouti,national
0612000001,0661100008,2025-06-03 07:17:32,9,echoue,national
0612000001,0661100005,2025-06-01 11:49:08,22,echoue,national
0612000003,0661100006,2025-06-01 22:17:52,9,echoue,national
0612000001,+32477000111,2025-06-03 06:47:06,14,abouti,international
0612000002,0661100003,2025-06-02 16:52:22,17,abouti,national
0612000001,0661100004,2025-06-04 10:03:00,16,abouti,national
0612000001,+32477000111,2025-06-03 08:20:16,24,abouti,international
0612000003,0661100004,2025-06-02 19:17:24,24,abouti,national
0612000003,0661100008,2025-06-03 18:43:55,26,abouti,national
0612000001,+33612345678,2025-06-03 08:48:03,17,echoue,international
0612000002,0661100008,2025-06-04 16:07:22,17,abouti,national
0612000003,+33788991100,2025-06-02 20:03:01,11,abouti,international
0612000002,+32499887766,2025-06-04 12:13:57,26,abouti,international
0612000002,0661100002,2025-06-04 15:50:27,24,abouti,national
0612000003,0661100003,2025-06-02 22:16:06,13,abouti,national
0612000002,0661100006,2025-06-01 16:48:41,9,abouti,national
0612000003,0661100004,2025-06-01 19:19:46,10,abouti,national
0612000003,0661100005,2025-06-02 18:51:43,27,abouti,national
0612000003,0661100002,2025-06-02 18:06:09,13,abouti,national
0612000003,+32499887766,2025-06-01 18:55:49,10,abouti,international
0612000001,0661100007,2025-06-03 11:54:19,11,abouti,national
0612000003,+33612345678,2025-06-04 18:56:12,11,abouti,international
0612000002,0661100003,2025-06-02 16:33:24,25,abouti,national
0612000003,0661100008,2025-06-04 20:07:25,20,abouti,national
0612000003,0661100007,2025-06-04 20:33:12,9,abouti,national
0612000003,0661100003,2025-06-03 18:48:28,13,abouti,national
0612000003,0661100006,2025-06-04 20:42:41,27,abouti,national
0612000002,+33612345678,2025-06-04 17:51:03,25,abouti,international
0612000001,0661100007,2025-06-03 09:15:29,27,abouti,national
0612000001,0661100005,2025-06-04 06:58:44,28,abouti,national
0612000003,+33788991100,2025-06-02 21:52:11,12,abouti,international
0612000001,+32477000111,2025-06-01 06:38:16,9,abouti,international
0612000001,0662200001,2025-06-01 09:06:03,10,abouti,national
0612000002,0661100005,2025-06-04 12:59:04,13,abouti,national
0612000002,+32477000111,2025-06-01 12:40:19,16,abouti,international
0612000003,0661100005,2025-06-01 22:56:29,25,abouti,national
0612000003,+33698765432,2025-06-03 19:07:26,11,abouti,international
0612000002,0661100007,2025-06-02 13:46:55,19,echoue,national
